gene	total_expr_left (6OHDA+NDST3)	total_expr_right (6-OHDA)	expr_difference
Gng13	1518	2201	-683
Sqstm1	1708	2391	-683
Dazap2	1505	2189	-684
E330009J07Rik	1783	2467	-684
Thoc7	1260	1944	-684
Arhgap26	1798	2483	-685
Bag1	1466	2151	-685
Sec11c	1036	1721	-685
Paxip1	1175	1861	-686
Myo18a	998	1685	-687
Sema6b	2028	2715	-687
Sfxn1	1137	1824	-687
Stx12	1295	1983	-688
Clstn3	2590	3279	-689
Cyb5r3	1117	1806	-689
Grm7	1183	1872	-689
Scp2	1124	1813	-689
Eef1g	1981	2672	-691
Nckap1	1700	2391	-691
Atg101	993	1685	-692
Poldip2	1070	1762	-692
Ssr4	1191	1883	-692
Zcchc17	1784	2476	-692
Zdhhc8	877	1569	-692
Gabra1	3608	4301	-693
Pfkl	1032	1726	-694
Lman2	1512	2207	-695
Rasl10b	726	1421	-695
Tafa2	1388	2083	-695
Tmem160	1155	1850	-695
Capns1	1374	2070	-696
Rgs10	2539	3235	-696
Nfasc	1691	2388	-697
Gmps	1266	1964	-698
Sf3b5	1247	1945	-698
Tnrc6c	1016	1714	-698
Bcap31	2052	2751	-699
Egln2	1520	2219	-699
Mtfp1	1647	2346	-699
Tmem59	1535	2234	-699
Auh	2691	3391	-700
Ccng2	677	1377	-700
Dcun1d4	1953	2653	-700
Med24	1084	1784	-700
Sf3b2	2379	3079	-700
Smarcal1	1637	2337	-700
Atxn10	1507	2209	-702
Insig2	1240	1942	-702
Rnf126	1403	2105	-702
Fxr2	1474	2178	-704
Ppp1r16a	1337	2042	-705
Rab6b	1267	1972	-705
Akap9	1454	2160	-706
Arcn1	1639	2345	-706
Nt5c	1790	2496	-706
Ppfia2	555	1261	-706
Itpka	320	1028	-708
Inf2	886	1595	-709
Selenof	1361	2070	-709
Uba2	953	1662	-709
Limd2	372	1082	-710
Rusc1	2955	3665	-710
Syn2	1034	1745	-711
Akt1	1610	2322	-712
Chd8	1146	1858	-712
Fabp5	3731	4443	-712
Sdf4	1902	2614	-712
Cyth2	1613	2326	-713
Gpr162	1969	2682	-713
Slc30a3	383	1096	-713
Ndufb5	2134	2848	-714
Reep2	2015	2729	-714
Rida	948	1662	-714
Cdk17	1095	1810	-715
Dnajc4	1553	2268	-715
Lmtk3	1837	2552	-715
St3gal5	1079	1795	-716
0610012G03Rik	1577	2294	-717
Idh3b	1977	2694	-717
Ndufb8	5880	6597	-717
Rilpl1	628	1346	-718
Dusp8	1326	2045	-719
Aldh6a1	1250	1970	-720
Daam1	1913	2633	-720
Itgb5	886	1608	-722
Vps28	1467	2190	-723
Csnk1g2	1504	2228	-724
Pcmt1	1791	2515	-724
Atp2b3	1047	1772	-725
Akt3	877	1603	-726
Kif5c	1160	1886	-726
Asb13	1763	2490	-727
Cbfa2t3	502	1229	-727
Chgb	759	1486	-727
Wdr37	1465	2192	-727
Arxes1	1340	2068	-728
Zbtb18	558	1286	-728
Cdk11b	1570	2300	-730
Pakap.1	1844	2574	-730
Polg	1082	1812	-730
Paip1	1563	2294	-731
Pcyox1	1155	1886	-731
Brwd1	1240	1972	-732
Gak	1081	1813	-732
Slc38a2	1678	2410	-732
Arglu1	1450	2183	-733
Ube4b	1298	2031	-733
Dhrs1	937	1671	-734
Nfyb	1051	1785	-734
Sh3bgrl	1477	2211	-734
Tusc3	1066	1800	-734
Atp2b1	954	1689	-735
Ppm1k	1413	2148	-735
Aatk	2454	3190	-736
Pafah1b1	2078	2814	-736
Sema5a	487	1223	-736
Acin1	1513	2250	-737
Magi1	2265	3002	-737
Tardbp	1958	2695	-737
Ppm1g	1192	1930	-738
Tspan5	746	1484	-738
Rgs2	1448	2187	-739
Ncam1	1764	2504	-740
Ndfip1	2298	3038	-740
Eef1d	2247	2988	-741
Brk1	1437	2179	-742
Larp1	1997	2739	-742
Slc24a2	1486	2228	-742
Marcksl1	1406	2149	-743
Desi1	1815	2559	-744
Tsr2	2606	3350	-744
Arntl	1443	2188	-745
Ccdc124	2104	2849	-745
Epha7	328	1073	-745
Abhd8	1459	2205	-746
Clcn3	1709	2455	-746
Dkk3	1107	1853	-746
Rabgap1l	1156	1902	-746
Rraga	1482	2229	-747
Them6	1014	1762	-748
Erp29	1619	2369	-750
Got2	3440	4190	-750
Mgat5	1497	2247	-750
Capzb	1246	1997	-751
Gorasp2	1318	2069	-751
Rnf41	1946	2697	-751
Amer3	722	1474	-752
Ndn	4345	5097	-752
Usp9x	1368	2120	-752
Lrrn2	1420	2173	-753
Psmd3	1542	2295	-753
Commd8	1046	1800	-754
Herc3	1205	1959	-754
Lancl1	1596	2350	-754
Cacfd1	1523	2278	-755
Glyr1	1532	2287	-755
Ndufa2	5927	6682	-755
Ctsl	1364	2120	-756
Epb41l1	1811	2567	-756
Atf2	1712	2469	-757
Ccar2	1134	1891	-757
Rnf145	2007	2764	-757
Anp32b	1406	2164	-758
Cacnb3	735	1493	-758
Kcnma1	1291	2049	-758
Tulp4	2064	2822	-758
Acsbg1	2660	3419	-759
Capn2	2400	3159	-759
Dynll1	2424	3183	-759
Psip1	3345	4104	-759
Polr2g	1280	2040	-760
Ssbp2	3414	4174	-760
Zfp91	1120	1881	-761
Eif3g	1287	2049	-762
Fkbp8	1684	2446	-762
Ube2b	1600	2362	-762
Pfdn2	3232	3995	-763
Cstf2	2558	3322	-764
Usp2	649	1413	-764
Gnb5	2519	3284	-765
Camk2n1	1237	2003	-766
Serinc3	1709	2476	-767
Ptn	1747	2515	-768
Ppp2ca	3571	4340	-769
Tmem191c	1660	2429	-769
Ttc7b	1526	2296	-770
Cadps	1619	2391	-772
Ubr4	2400	3172	-772
Shisa7	958	1732	-774
Ppp1r7	1520	2295	-775
Rgl1	1394	2169	-775
Urgcp	1567	2342	-775
Trim32	1216	1993	-777
Zmat2	1586	2363	-777
Fgfr1	1543	2322	-779
Ncln	1520	2299	-779
Prickle2	784	1563	-779
Disp2	2290	3070	-780
Syt13	1629	2410	-781
Cotl1	1137	1920	-783
Golph3	1126	1910	-784
Psat1	2572	3356	-784
Rab11fip5	2211	2995	-784
Robo2	971	1755	-784
Trappc10	1414	2199	-785
Lhx2	514	1300	-786
Mark3	1489	2275	-786
Tnnt1	1998	2785	-787
Bap1	1909	2697	-788
Nrcam	1281	2071	-790
Gm2a	1663	2454	-791
Scn1a	2502	3293	-791
Nploc4	1466	2258	-792
Cd47	1425	2221	-796
Manf	1540	2339	-799
Ptpn11	1210	2009	-799
Clstn2	857	1657	-800
Lrrc7	1181	1981	-800
Sec14l1	943	1743	-800
Ylpm1	1844	2644	-800
Rgs4	1500	2302	-802
Ap1b1	1524	2327	-803
Dagla	852	1655	-803
Pygb	2382	3185	-803
Celf2	842	1646	-804
Ppp1r9b	1082	1887	-805
Cnnm2	1193	1999	-806
St6galnac5	706	1512	-806
Cic	1780	2588	-808
Limk2	1787	2595	-808
Il1rap	652	1461	-809
Ctnna2	2268	3078	-810
Ncald	759	1569	-810
Sipa1l1	566	1378	-812
Fam173a	3527	4340	-813
Spag7	1977	2791	-814
Atf6b	1286	2102	-816
Cnn3	1662	2480	-818
Hnrnpa1	4357	5175	-818
Ei24	1766	2585	-819
Glud1	1674	2493	-819
Tkt	3826	4645	-819
Gm17018	2231	3051	-820
Habp4	4403	5223	-820
Nudcd3	1769	2589	-820
Trak2	1307	2127	-820
Ypel4	1748	2568	-820
Mia3	1665	2486	-821
Rab24	1991	2812	-821
Fxyd1	810	1632	-822
D430019H16Rik	906	1729	-823
Hipk1	1603	2426	-823
Rnf220	1957	2780	-823
S100a16	2185	3008	-823
Elmod1	1251	2075	-824
Fmn2	1466	2290	-824
Lsamp	2237	3061	-824
Tbc1d9b	2174	2998	-824
Mlec	2173	3000	-827
Scaf4	1577	2406	-829
Ptprz1	1602	2432	-830
Opcml	1719	2551	-832
Pdap1	1455	2288	-833
Arl8a	3968	4802	-834
Bscl2	3220	4054	-834
Enox1	1139	1973	-834
Qrich1	1734	2568	-834
Vapb	2088	2925	-837
Prdx6	1577	2415	-838
Sap30l	1941	2779	-838
Trappc3	1870	2708	-838
Tspyl2	2954	3792	-838
Miga1	1810	2650	-840
Wnk2	1834	2674	-840
Dgkd	1005	1848	-843
Ubxn4	1738	2581	-843
Ywhaq	2187	3030	-843
Ptpa	1860	2708	-848
Atp1b2	2102	2951	-849
Hist1h1c	1624	2473	-849
Lratd1	709	1560	-851
Madd	1835	2686	-851
Hras	1778	2631	-853
Slc8a1	1810	2665	-855
Eif4g1	2300	3156	-856
Ids	1579	2437	-858
Map6	1978	2836	-858
Brd2	2065	2924	-859
Hspa9	1689	2551	-862
Ndufb1-ps	2493	3355	-862
Cnr1	1178	2041	-863
Phf12	2174	3037	-863
Sez6l2	2571	3435	-864
Eif4a2	1843	2708	-865
Enah	2397	3263	-866
Irs2	2142	3008	-866
Lrrc4	643	1509	-866
Usp33	1984	2850	-866
Abi2	1363	2230	-867
Ppp1r11	1970	2837	-867
Smim14	1852	2720	-868
Cox6a1	4726	5596	-870
Fam3c	1271	2141	-870
Fbxl3	1245	2116	-871
Tmem178b	3222	4094	-872
Adgrb3	1683	2557	-874
Calb2	7314	8188	-874
Fsd1	2159	3033	-874
Ndufa13	3542	4422	-880
Preb	1384	2265	-881
Nme1	3570	4452	-882
Myt1l	1887	2771	-884
Hapln4	3219	4105	-886
Ptdss1	1899	2785	-886
Hspd1	2944	3831	-887
Mosmo	1775	2662	-887
Wbp2	2283	3170	-887
Kif5b	2381	3270	-889
Mapk14	1672	2561	-889
Rtn3	2420	3309	-889
Hist1h2bc	1319	2210	-891
Fndc4	1718	2610	-892
Zcchc14	1220	2114	-894
Ubqln4	1893	2789	-896
Anapc11	2620	3518	-898
Tro	2249	3149	-900
Mapk8ip3	1746	2651	-905
Fam193b	2281	3187	-906
Nrxn3	1720	2626	-906
Gng3	2828	3736	-908
Ndufb9	4685	5593	-908
Fkbp1a	1133	2042	-909
Ist1	2061	2970	-909
Purb	2212	3121	-909
Retreg2	2571	3481	-910
Copg1	2257	3168	-911
Ubqln2	1797	2708	-911
08-Sep	2390	3302	-912
Atp6v0a1	1704	2617	-913
Paip2	2640	3555	-915
Zscan26	2377	3292	-915
Laptm4a	1934	2850	-916
Ubxn6	1671	2587	-916
Slc49a4	1839	2756	-917
Lmo3	733	1651	-918
Syt7	1284	2202	-918
Ube2o	2529	3447	-918
Rnf157	2063	2982	-919
Ndufv3	1737	2657	-920
Prmt8	812	1733	-921
Slc9a3r2	2546	3468	-922
Smarca4	1975	2899	-924
Cadm2	1284	2209	-925
Lsm4	1953	2878	-925
Wipi2	1868	2793	-925
Hdac11	3871	4797	-926
Nsg1	2379	3306	-927
Slc9a6	2530	3457	-927
Epdr1	2093	3021	-928
Glrx5	2708	3636	-928
Gatad2b	1411	2340	-929
Dynlrb1	2466	3396	-930
Pnn	1571	2501	-930
Asphd2	1191	2123	-932
Baiap2	510	1447	-937
Psmd12	2192	3129	-937
Eif4e3	3010	3949	-939
Klhdc3	1886	2826	-940
2310022B05Rik	2671	3612	-941
Sdhb	2867	3809	-942
Pcp4	4823	5770	-947
Gna13	1538	2486	-948
Jph4	1243	2191	-948
Nceh1	1735	2683	-948
Map7	1572	2521	-949
Strn3	1960	2911	-951
Mlf2	2519	3472	-953
Hsbp1	1443	2397	-954
Arl6ip5	1278	2234	-956
Cspg5	2740	3696	-956
Cyhr1	1838	2795	-957
Ntsr2	2671	3628	-957
Luc7l3	1491	2449	-958
Plpp3	1894	2852	-958
Slit3	773	1731	-958
Nol4l	1347	2306	-959
Tmbim6	1939	2902	-963
Adcyap1r1	2671	3635	-964
Dgki	1314	2281	-967
Papola	1855	2822	-967
Dner	3213	4182	-969
Map1lc3a	2465	3434	-969
Rac1	2088	3059	-971
Smap2	2641	3613	-972
Zfp365	1637	2609	-972
Ptpra	1509	2484	-975
Gja1	1434	2410	-976
Supt6	1502	2478	-976
Bmp1	771	1750	-979
Slc25a22	1725	2704	-979
Nfix	1565	2547	-982
Gabra5	588	1571	-983
Gramd1b	1600	2583	-983
Sgta	2048	3032	-984
Tollip	2597	3581	-984
Dock9	1726	2711	-985
Igsf8	2511	3496	-985
Vapa	1742	2730	-988
Rab10	1601	2591	-990
Slc2a3	2066	3056	-990
Snx1	2314	3304	-990
Rbfox2	1657	2648	-991
Efna3	1527	2520	-993
Haghl	3697	4690	-993
Sort1	1146	2139	-993
Flot1	1983	2980	-997
Prxl2b	2442	3440	-998
Fyn	2030	3029	-999
Got1	2369	3372	-1003
Rnf14	3286	4289	-1003
Sem1	1939	2942	-1003
Gabarapl1	4538	5543	-1005
Caskin1	2344	3350	-1006
Mal	3873	4879	-1006
Naa38	2441	3447	-1006
Prpf40b	1924	2931	-1007
Snx5	1626	2634	-1008
Dnaja2	2089	3099	-1010
Ube2m	2325	3335	-1010
Dgkb	1550	2564	-1014
Hap1	4217	5233	-1016
Nrbp2	2760	3776	-1016
Hmbox1	1066	2083	-1017
Cops6	3446	4465	-1019
Gps1	2453	3472	-1019
Tmcc1	1979	3001	-1022
Cpne7	1848	2871	-1023
Tcf4	929	1952	-1023
Ntrk2	2082	3106	-1024
Anp32e	1940	2965	-1025
Fem1b	1921	2947	-1026
Aldh2	1985	3012	-1027
Ccni	2449	3478	-1029
Tmem259	3007	4037	-1030
Dbndd2	6844	7875	-1031
Dock4	847	1878	-1031
Hpca	716	1747	-1031
Arhgef4	1661	2693	-1032
Pacsin1	2703	3735	-1032
Adi1	2590	3625	-1035
Seh1l	1541	2576	-1035
Akirin2	2743	3779	-1036
Denr	3771	4810	-1039
Sptbn2	1110	2149	-1039
Oat	2445	3486	-1041
Tmem132a	1320	2361	-1041
Erbin	1833	2875	-1042
Kif1c	2060	3103	-1043
Sash1	2348	3391	-1043
Aamp	2031	3076	-1045
Prkcd	1769	2817	-1048
Pigs	2810	3859	-1049
Caly	2072	3122	-1050
Rims1	1338	2388	-1050
Fbxw11	1821	2878	-1057
Txn1	4255	5316	-1061
Rack1	1780	2843	-1063
Sprn	876	1941	-1065
Lrpap1	2205	3271	-1066
Thap12	1511	2578	-1067
Klc1	2419	3487	-1068
Tm9sf4	3066	4136	-1070
Map1a	2756	3829	-1073
Oaz2	6598	7671	-1073
Spag9	2604	3677	-1073
Tmed9	2567	3640	-1073
R3hdm1	2261	3335	-1074
Bex3	2913	3989	-1076
Abat	5039	6117	-1078
Tmeff1	1815	2894	-1079
Nedd8	2815	3895	-1080
Pcdh20	850	1931	-1081
Tsc22d1	2119	3204	-1085
Pja1	2719	3806	-1087
Gars	2241	3329	-1088
Celf1	1103	2192	-1089
Macf1	2787	3878	-1091
Ogdh	2492	3583	-1091
Snx3	2078	3169	-1091
Arl3	4578	5672	-1094
Gde1	2281	3376	-1095
Ajm1	2371	3467	-1096
Nebl	1076	2173	-1097
Srrt	1708	2806	-1098
Mapk8ip1	2456	3555	-1099
Dusp3	2018	3118	-1100
Gtf2i	1758	2859	-1101
Iqsec2	774	1875	-1101
Pnmal1	1821	2922	-1101
Cox17	5977	7085	-1108
Gprin1	1240	2348	-1108
Atp5j	3443	4554	-1111
Efhd2	2093	3204	-1111
Car2	2913	4025	-1112
Araf	2685	3798	-1113
Grb2	1615	2730	-1115
Kidins220	2911	4026	-1115
Pdxp	4032	5149	-1117
Fam171a2	1984	3105	-1121
Plxna4	1233	2354	-1121
Cldnd1	2754	3880	-1126
Ube3c	1948	3074	-1126
Hnrnpm	1768	2898	-1130
Wdr26	1717	2850	-1133
Efnb3	2622	3756	-1134
Gnb2	1901	3036	-1135
Ddb1	2308	3445	-1137
Pten	2013	3150	-1137
Cacna2d1	1573	2713	-1140
Fgf12	3484	4624	-1140
Ptov1	3984	5124	-1140
Celf3	1594	2740	-1146
Prox1	646	1792	-1146
Calm3	2615	3762	-1147
Stox2	2535	3682	-1147
Tbc1d10b	2234	3381	-1147
Daglb	1551	2700	-1149
Bdnf	1299	2451	-1152
Prkcsh	2447	3599	-1152
Nap1l1	2138	3291	-1153
Cox6c	4861	6015	-1154
Selenop	3576	4731	-1155
Sh3glb2	2470	3625	-1155
Cox7a2l	3509	4665	-1156
Ndufs2	2618	3775	-1157
Cab39	2843	4001	-1158
Npc2	1928	3087	-1159
Skp1a	5778	6937	-1159
Nedd4l	1090	2250	-1160
Pfn1	2544	3706	-1162
Cyfip2	1903	3066	-1163
Calb1	1223	2387	-1164
Herc1	2169	3335	-1166
Pafah1b2	2962	4128	-1166
Ppt2	1937	3103	-1166
Pitpnm2	706	1874	-1168
Zfp651	1709	2878	-1169
Ank2	2889	4059	-1170
Inka2	623	1795	-1172
Osbpl1a	2113	3287	-1174
Asrgl1	2827	4003	-1176
Selenot	2419	3595	-1176
Cdc37l1	2206	3383	-1177
Gnai1	2177	3354	-1177
Setd7	2467	3644	-1177
Dap3	2326	3504	-1178
Tiam1	914	2094	-1180
Pabpc1	1139	2321	-1182
Tle5	3001	4184	-1183
Actb	2763	3947	-1184
Arfgef3	2085	3270	-1185
Ptprs	2789	3974	-1185
Uhmk1	2940	4125	-1185
Lypd1	3069	4257	-1188
Tacc1	1610	2799	-1189
Mrfap1	2849	4039	-1190
Nsd2	2487	3678	-1191
Fbxw7	1539	2732	-1193
Pakap	2637	3830	-1193
Actr10	2509	3705	-1196
Ppm1e	1775	2972	-1197
Apba1	2940	4138	-1198
Baalc	2502	3700	-1198
Stau2	3060	4260	-1200
Serinc1	2692	3893	-1201
Pdcd4	1806	3008	-1202
Aarsd1	2272	3475	-1203
Cadm1	2007	3213	-1206
Ndufs7	3721	4927	-1206
Snn	1864	3071	-1207
Gnai2	2551	3759	-1208
Rnf227	5978	7186	-1208
Ywhah	3435	4643	-1208
Cuedc2	2429	3638	-1209
Crebzf	2270	3480	-1210
Tmem147	2982	4192	-1210
Kif21a	3135	4346	-1211
Cryab	2149	3362	-1213
Basp1	2176	3392	-1216
Cnnm1	1635	2852	-1217
Lztr1	1988	3207	-1219
Npepps	2270	3491	-1221
Stim2	1399	2622	-1223
Gdi1	2978	4203	-1225
Cck	1450	2677	-1227
Clip3	2596	3823	-1227
Pnkd	2106	3333	-1227
Bptf	2351	3584	-1233
Nefl	3514	4747	-1233
Prkcb	1487	2721	-1234
Ntrk3	1971	3206	-1235
Ndufa10	2138	3374	-1236
H2afy	2625	3864	-1239
Wasf3	2942	4183	-1241
Nrep	1435	2684	-1249
Kctd16	1358	2612	-1254
Sorl1	2297	3552	-1255
Atp5a1	3955	5211	-1256
Canx	3563	4826	-1263
Bcl2l1	2263	3528	-1265
Rab18	3123	4392	-1269
Fam168b	2160	3430	-1270
Pitpnm1	4311	5586	-1275
Ncor2	2608	3886	-1278
Mtor	1834	3117	-1283
Trim9	1975	3258	-1283
Vstm2a	1557	2847	-1290
Ndrg4	2583	3877	-1294
Id4	1448	2743	-1295
Arhgef9	1677	2974	-1297
Eef1a2	3102	4399	-1297
Uqcrc1	6207	7505	-1298
Calr	2485	3786	-1301
Kcnc2	2988	4291	-1303
Dgkh	659	1964	-1305
Sars	3248	4553	-1305
Nudc	4142	5449	-1307
Map3k12	2466	3780	-1314
Chst1	1437	2763	-1326
Phactr3	1765	3092	-1327
Otub1	3342	4673	-1331
Rab7	3763	5094	-1331
Spock2	4599	5930	-1331
Scg3	2616	3950	-1334
Pak1	3135	4470	-1335
Pi4ka	2483	3818	-1335
Mbd3	3017	4354	-1337
Camkk1	1132	2470	-1338
Smdt1	3777	5118	-1341
Adgrl3	2589	3931	-1342
Ckmt1	6036	7380	-1344
1110008P14Rik	2101	3449	-1348
Ddx24	4207	5555	-1348
Marf1	4015	5367	-1352
Rbm5	2084	3436	-1352
Nsmf	1144	2499	-1355
Pcdh8	773	2128	-1355
Dctn3	2852	4209	-1357
Puf60	2851	4209	-1358
Pde2a	1630	2989	-1359
Dcaf7	2170	3536	-1366
Pgrmc2	3341	4708	-1367
Mprip	2519	3887	-1368
Frrs1l	1481	2850	-1369
Cpne6	1250	2620	-1370
Wnt7b	1327	2697	-1370
Git1	2273	3645	-1372
Copa	2935	4309	-1374
Atp6v1e1	3242	4617	-1375
Kctd13	4445	5824	-1379
Rheb	2889	4268	-1379
Ramp1	1736	3117	-1381
Atxn2l	3799	5181	-1382
Vcp	4675	6057	-1382
Srsf11	2345	3728	-1383
Son	2401	3785	-1384
Fbxo2	2216	3602	-1386
Kcnd3	2338	3725	-1387
Txn2	2710	4097	-1387
Mapk10	2485	3874	-1389
Shank2	1919	3308	-1389
Gatm	3221	4611	-1390
Dync1i1	3175	4566	-1391
Hnrnpul1	2252	3643	-1391
Zeb2	1277	2668	-1391
Mtpn	1518	2913	-1395
Nisch	2796	4199	-1403
Nrxn1	2886	4289	-1403
Sirpa	2060	3464	-1404
Hnrnph2	2320	3726	-1406
Tmeff2	2224	3634	-1410
Pura	4093	5505	-1412
Dbn1	1352	2765	-1413
Cpeb4	2112	3527	-1415
Trf	6266	7681	-1415
Mlc1	1700	3116	-1416
Crmp1	2115	3538	-1423
Ghitm	2498	3921	-1423
Fbxo9	3644	5069	-1425
Hnrnpa0	2991	4416	-1425
Gaa	8160	9586	-1426
Bmerb1	3124	4553	-1429
Gnl1	3315	4745	-1430
Chga	5695	7126	-1431
Ccdc85a	1596	3032	-1436
Ubc	3963	5400	-1437
Add1	1815	3258	-1443
Mast3	1298	2743	-1445
Adarb1	2972	4418	-1446
Hsph1	2517	3963	-1446
Gnptg	2653	4101	-1448
Ndufs8	4802	6250	-1448
Rapgef4	4152	5601	-1449
Chmp3	2743	4193	-1450
Peg3	7489	8942	-1453
Lgmn	3696	5153	-1457
Sdcbp	2072	3532	-1460
Rab1a	3152	4613	-1461
Rabep1	3665	5128	-1463
Npdc1	2495	3959	-1464
Srsf6	2670	4135	-1465
Ppp1cb	3557	5023	-1466
Plec	2528	3999	-1471
Luzp2	4772	6247	-1475
Mpc2	4489	5966	-1477
Thra	2292	3772	-1480
Mmp17	1711	3194	-1483
Rapgef5	1434	2917	-1483
Plekhg5	847	2331	-1484
Ndufb6	2837	4330	-1493
Stmn4	3563	5057	-1494
Tmx4	4249	5744	-1495
Uqcr10	3910	5405	-1495
Cltc	3399	4895	-1496
Mmd	1841	3340	-1499
Arl6ip1	3102	4602	-1500
Hnrnpa2b1	5121	6626	-1505
S1pr1	2381	3888	-1507
Cyc1	3120	4628	-1508
Hk1	3222	4738	-1516
Zfand5	2197	3714	-1517
Anks1b	3536	5058	-1522
Cltb	3783	5306	-1523
Rufy3	3866	5390	-1524
Cacng8	1409	2938	-1529
Pitpna	3967	5504	-1537
Ilrun	2880	4427	-1547
Adgrb2	1600	3148	-1548
Dapk1	1680	3231	-1551
Scn2a	2011	3572	-1561
Camsap2	2296	3860	-1564
Pink1	3994	5559	-1565
Rnf11	3783	5353	-1570
Map1lc3b	5629	7202	-1573
Sv2a	3460	5033	-1573
Rere	3293	4868	-1575
Plppr4	1110	2686	-1576
Rrp1	2971	4550	-1579
Bin1	3458	5047	-1589
C1qa	1051	2644	-1593
Naca	5774	7367	-1593
Ski	1356	2949	-1593
Clu	2584	4184	-1600
Gas7	1867	3467	-1600
Snap25	4486	6111	-1625
Oaz1	5656	7290	-1634
Rell2	5089	6726	-1637
Asph	2354	3992	-1638
Kndc1	3607	5248	-1641
Mff	3201	4845	-1644
Ctsa	2603	4253	-1650
Stard7	2442	4092	-1650
2610507B11Rik	3970	5624	-1654
Gnb1	3009	4664	-1655
Akap6	4535	6196	-1661
Atp6v0b	3583	5253	-1670
Mycbp2	2486	4156	-1670
Ehmt2	3172	4847	-1675
Sbf1	2459	4134	-1675
Ndufv1	4414	6093	-1679
Adcy1	1061	2742	-1681
Prkce	1586	3267	-1681
Ap1s1	2908	4590	-1682
Cox8a	3844	5526	-1682
Uqcrc2	3171	4855	-1684
Acox1	2678	4368	-1690
Gabbr1	4402	6093	-1691
Oxct1	2890	4581	-1691
Fgf13	1594	3286	-1692
Eif4g2	3519	5219	-1700
Clstn1	3310	5012	-1702
Grina	3119	4823	-1704
Napa	2233	3937	-1704
Ppp3ca	1311	3020	-1709
Fis1	4450	6163	-1713
Cnp	5062	6777	-1715
Agap3	2899	4616	-1717
Pkm	9928	11648	-1720
Bcan	4472	6206	-1734
Cacng7	4828	6563	-1735
Sod1	9707	11443	-1736
Fam171b	2629	4366	-1737
Cabp7	1899	3638	-1739
Cadm3	2493	4237	-1744
S100a1	2472	4221	-1749
Drap1	3948	5705	-1757
Kifc2	3782	5542	-1760
Gpi1	7213	8978	-1765
Cdip1	3686	5456	-1770
Atp5b	8233	10007	-1774
Stx1b	4378	6154	-1776
Ube2e3	2390	4171	-1781
Mib1	2949	4737	-1788
Ppp2r2c	3062	4850	-1788
Enpp5	4285	6080	-1795
Sptan1	3006	4816	-1810
Smim13	3074	4898	-1824
Myo5a	4437	6262	-1825
Reps2	2827	4654	-1827
Arhgdia	6201	8029	-1828
Grcc10	5027	6856	-1829
Vamp2	8975	10806	-1831
Mapt	3784	5618	-1834
Eif5	3820	5657	-1837
Tppp	3121	4961	-1840
Jph3	2225	4066	-1841
Pfkm	3938	5779	-1841
Aplp2	4738	6580	-1842
Camta2	1983	3831	-1848
Ywhae	5725	7575	-1850
Prkar1a	4774	6628	-1854
Car11	2720	4583	-1863
Ubqln1	3516	5402	-1886
Ube2d3	4754	6658	-1904
Rab14	4732	6637	-1905
Brsk1	3858	5766	-1908
Dmtn	2993	4915	-1922
Slc48a1	5717	7639	-1922
Slc6a11	19290	21217	-1927
Arhgef2	2398	4334	-1936
Unc5a	1926	3875	-1949
Nedd4	4374	6329	-1955
Dync1i2	2922	4880	-1958
Ywhaz	5560	7521	-1961
Gprasp1	6534	8504	-1970
C1ql2	907	2878	-1971
Ppp1ca	3507	5478	-1971
Tcaf1	5178	7155	-1977
Gabbr2	3543	5535	-1992
Atp6v1c1	3423	5431	-2008
Serf2	4877	6889	-2012
Stub1	4205	6217	-2012
Clasp2	4135	6164	-2029
Shisa6	1744	3775	-2031
Hnrnpdl	2974	5013	-2039
Igfbp5	2235	4292	-2057
Eif3k	4245	6352	-2107
Dbi	3489	5597	-2108
Eif3f	4814	6931	-2117
2010300C02Rik	989	3116	-2127
Pea15a	4632	6759	-2127
Dtna	3465	5598	-2133
Kif3c	4578	6724	-2146
Sumo2	4543	6696	-2153
Guk1	6133	8289	-2156
Hsp90b1	4145	6308	-2163
Neurod2	685	2852	-2167
Brsk2	4232	6427	-2195
Hsp90aa1	9542	11737	-2195
Ptms	2939	5144	-2205
Serbp1	3800	6011	-2211
Pgrmc1	3915	6130	-2215
Nsg2	3647	5864	-2217
Atp9a	5631	7854	-2223
Tpt1	8161	10396	-2235
Rap1gap	6436	8675	-2239
Syngap1	2084	4326	-2242
Mllt11	5146	7395	-2249
Cnbp	3653	5908	-2255
Arpp21	3473	5743	-2270
Acot7	6107	8379	-2272
Atp6v1d	4785	7064	-2279
Cs	4281	6563	-2282
Hbb-bs	3299	5582	-2283
Stip1	5338	7622	-2284
Hspa12a	4034	6325	-2291
Psmb4	4682	6975	-2293
Atp6v0d1	3854	6152	-2298
Pja2	5820	8118	-2298
Rph3a	6920	9225	-2305
AI593442	1893	4204	-2311
Add2	2166	4494	-2328
Klhl2	2581	4911	-2330
Grin1	4164	6500	-2336
Lmo4	1971	4310	-2339
Msl1	3401	5758	-2357
Synpo	1264	3626	-2362
Csnk1a1	4563	6929	-2366
Icam5	1169	3537	-2368
04-Sep	8588	10962	-2374
Ndufb7	6471	8857	-2386
Map7d1	5998	8398	-2400
Srcin1	3521	5932	-2411
Syt11	6129	8540	-2411
Rnf187	4996	7409	-2413
Gnas	7670	10090	-2420
Tnk2	6958	9379	-2421
Camk2a	1915	4341	-2426
S100b	5397	7846	-2449
Ppp2r1a	9470	11931	-2461
Ptprn2	6837	9301	-2464
